EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date
PAD009862939,HENDERSON ROAD,UPPER MERION TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300847.0,372 S HENDERSON ROAD,19406.0,N,N,,40.086939,-75.35555,09/21/84
PAD014269971,STANLEY KESSLER,KING OF PRUSSIA,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300862.0,103 QUEENS DR,19406.0,N,N,,40.083889,-75.355,09/08/83
PAD014353445,MALVERN TCE,MALVERN,CHESTER,PA,Final NPL,No ,Yes,No ,Yes,Yes,3.0,300868.0,258 N PHOENIXVILLE PK,19355.0,N,N,,40.061669,-75.56805,09/08/83
PAD021449244,C & D RECYCLING,FOSTER TOWNSHIP,LUZERNE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,300881.0,R.D. #1 - SANDY RUN,18224.0,N,N,,41.031389,-75.841669,02/26/18
PAD039017694,RAYMARK,HATBORO,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300894.0,220 JACKSONVILLE RD,19040.0,N,N,,40.179719,-75.098611,10/04/89
PAD041421223,"AMP, INC. (GLEN ROCK FACILITY)",GLEN ROCK,YORK,PA,Deleted NPL,No ,Yes,No ,Yes,Yes,3.0,300911.0,OLD RTE 11 - SUSQUEHANNA RD,17327.0,N,N,,39.8218,-76.6944,10/02/96
PAD043882281,WESTINGHOUSE ELEVATOR CO. PLANT,GETTYSBURG,ADAMS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300932.0,"1200BIGLERSVILLE RD, RTE 34 N",17325.0,N,N,,39.857219,-77.24,06/10/86
PAD044545895,METRO CONTAINER CORPORATION,TRAINER,DELAWARE,PA,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,3.0,300939.0,CORNER OF WEST 2ND ST. AND PRICE STREET,19061.0,N,N,,39.824981,-75.399047,03/15/12
PAD046557096,METAL BANK,PHILADELPHIA,PHILADELPHIA,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300951.0,COTTMAN & DELAWARE AVE,19135.0,N,N,,40.024169,-75.027781,09/08/83
PAD047726161,BOARHEAD FARMS,BRIDGETON TOWNSHIP,BUCKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300963.0,LONELY COTTAGE DRIVE,18972.0,N,N,,40.545831,-75.125,03/31/89
PAD051395499,REVERE CHEMICAL CO.,NOCKAMIXON TOWNSHIP,BUCKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300982.0,SOUTHEAST SIDE OF ROUTE 611,18972.0,N,N,,40.502781,-75.168889,07/22/87
PAD054142781,KEYSTONE SANITATION LANDFILL,UNION TOWNSHIP,ADAMS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300995.0,RD #1,17331.0,N,N,,39.72445,-77.036111,07/22/87
PAD057152365,NORTH PENN - AREA 12,WORCESTER,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301012.0,TROOPER RD,19490.0,N,N,,40.1807,-75.3537,02/21/90
PAD061105128,BALLY GROUND WATER CONTAMINATION,BALLY,BERKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301029.0,ROUTE 100 20 N THIRD STREET,19503.0,N,N,,40.3984,-75.5933,07/22/87
PAD063766828,RESIN DISPOSAL,JEFFERSON BOROUGH,ALLEGHENY,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301042.0,TOP OF STILLEY AVENUE,15025.0,N,N,,40.2705,-79.9124,10/21/03
PAD073613663,TONOLLI CORP.,NESQUEHONING,CARBON,PA,Final NPL,No ,Yes,No ,Insufficient Data,Yes,3.0,301087.0,RTE 54,18240.0,N,N,,40.850561,-75.881111,10/04/89
PAD075993378,ALADDIN PLATING,SCOTT TOWNSHIP,LACKAWANNA,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301099.0,1 LAYTON RD,18411.0,N,N,,41.491939,-75.662781,11/16/01
PAD077087989,FOOTE MINERAL CO.,EAST WHITELAND TOWNSHIP,CHESTER,PA,Final NPL,No ,Yes,No ,Insufficient Data,No,3.0,301103.0,15 S BACTON HILL RD,19355.0,N,N,,40.04,-75.585278,10/14/92
PAD079160842,NOVAK SANITARY LANDFILL,SOUTH WHITEHALL TOWNSHIP,LEHIGH,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301109.0,PARKLAND TERRACE RD & LAPP RD,18104.0,N,N,,40.6332,-75.5611,10/04/89
PAD089667695,"BRESLUBE-PENN, INC.",CORAOPOLIS,ALLEGHENY,PA,Final NPL,No ,No ,No ,Yes,No,3.0,301139.0,84 MONTOUR RD,15108.0,N,N,,40.501389,-80.146389,06/17/96
PAD093730174,COMMODORE SEMICONDUCTOR GROUP,LOWER PROVIDENCE TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,Yes,No ,Yes,Yes,3.0,301146.0,VAN BUREN & RITTENHOUSE RDS,19403.0,N,N,,40.1241,-75.4194,10/04/89
PAD096834494,NORTH PENN - AREA 1,SOUDERTON,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,3.0,301156.0,162 N MAIN ST,18964.0,N,N,,40.3108,-75.3252,03/31/89
PAD980229298,OCCIDENTAL CHEMICAL CORP./FIRESTONE TIRE & RUBBER CO.,LOWER POTTSGROVE TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301183.0,ARMAND HAMMER BLVD,19464.0,N,N,,40.232081,-75.614169,10/04/89
PAD980231690,MILL CREEK DUMP,ERIE,ERIE,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301185.0,3081 W 17TH ST,16505.0,N,N,,42.093331,-80.152781,09/21/84
PAD980419097,"CRATER RESOURCES, INC./KEYSTONE COKE CO./ALAN WOOD STEEL CO.",UPPER MERION TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,301193.0,2200 RENAISSANCE BOULEVARD,19406.0,N,N,,40.081667,-75.3425,10/14/92
PAD980508451,BUTLER MINE TUNNEL,PITTSTON TOWNSHIP,LUZERNE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301208.0,SUSQUEHANNA RIVER,18640.0,N,N,,41.3268,-75.7899,09/14/21
PAD980508493,INDUSTRIAL LANE,WILLIAMS TOWNSHIP,NORTHAMPTON,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301211.0,INDUSTRIAL DR,18042.0,N,N,,40.665831,-75.228611,09/21/84
PAD980508527,CRAIG FARM DRUM,PARKER,ARMSTRONG,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301212.0,630 Bruin Queenstown Road,16049.0,N,N,,41.0446,-79.6825,09/30/13
PAD980508618,HRANICA LANDFILL,BUFFALO TOWNSHIP,BUTLER,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301218.0,HRANICA DRIVE,16055.0,N,N,,40.677219,-79.749439,09/18/97
PAD980508667,LACKAWANNA REFUSE,OLD FORGE,LACKAWANNA,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301220.0,SOUTH KEYSER AVENUE,18518.0,N,N,,41.37305,-75.755281,09/28/99
PAD980508766,MOYERS LANDFILL,EAGLEVILLE,MONTGOMERY,PA,Deleted NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,3.0,301226.0,2 MOYER RD,19426.0,N,N,,40.155561,-75.433611,05/27/14
PAD980508816,OHIO RIVER PARK,NEVILLE ISLAND,ALLEGHENY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301227.0,GRAND AVE,15225.0,N,N,,40.518611,-80.1525,08/30/90
PAD980508832,DORNEY ROAD LANDFILL,UPPER MACUNGIE TOWNSHIP,LEHIGH,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301228.0,DORNEY RD,19539.0,N,N,,40.527781,-75.654169,09/24/18
PAD980508865,PRESQUE ISLE,ERIE,ERIE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301229.0,ROUTE 6N/PRESQUE ISLE ST PARK,16505.0,N,N,,42.1497,-80.1333,02/13/89
PAD980508931,LORD-SHOPE LANDFILL,GIRARD TOWNSHIP,ERIE,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301231.0,6262 PIEPER ROAD,16417.0,N,N,,41.977781,-80.3525,09/08/83
PAD980537716,HELEVA LANDFILL,NORTH WHITEHALL TWP,LEHIGH,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301249.0,Levans Road,18037.0,N,N,,40.670831,-75.5625,09/08/83
PAD980537773,WILLIAM DICK LAGOONS,WEST CALN TOWNSHIP,CHESTER,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,301252.0,TELEGRAPH ROAD,19376.0,N,N,,40.041939,-75.898061,07/22/87
PAD980538649,BERKLEY PRODUCTS CO. DUMP,DENVER,LANCASTER,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301290.0,RD 2,17517.0,N,N,,40.25555,-76.155281,03/19/07
PAD980538763,MIDDLETOWN AIR FIELD,MIDDLETOWN,DAUPHIN,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301295.0,APPROX 1 MLE OFF RTE 230,17057.0,N,N,,40.1763,-76.7173,07/10/97
PAD980539068,MODERN SANITATION LANDFILL,LOWER WINDSOR TWP,YORK,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301322.0,4400 MT. PISGAH ROAD,17406.0,N,N,,39.960561,-76.5925,06/10/86
PAD980539126,UGI COLUMBIA GAS PLANT,COLUMBIA,LANCASTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301328.0,431 S. FRONT STREET,17512.0,N,N,,40.026207,-76.498389,05/31/94
PAD980539407,WADE (ABM),CHESTER,DELAWARE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301343.0,1 FLOWER STREET,19013.0,N,N,,39.8337,-75.3775,03/23/89
PAD980539712,ELIZABETHTOWN LANDFILL,ELIZABETHTOWN,LANCASTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301361.0,W RIDGE RD,17022.0,N,N,,40.132781,-76.608189,03/31/89
PAD980539985,BLOSENSKI LANDFILL,WEST CALN TOWNSHIP,CHESTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301376.0,ROUTE 340,19376.0,N,N,,40.02,-75.91055,09/08/83
PAD980552913,ENTERPRISE AVENUE,PHILADELPHIA,PHILADELPHIA,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301408.0,ENTERPRISE AVE,19153.0,N,N,,39.885,-75.2125,03/07/86
PAD980690549,EAST MOUNT ZION,SPRINGETTSBURY TOWNSHIP,YORK,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301426.0,DIENINGER ROAD,17402.0,N,N,,40.0075,-76.665281,09/21/84
PAD980691372,MW MANUFACTURING,VALLEY TOWNSHIP,MONTOUR,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301428.0,STATE ROUTE 54 AND I-80,17821.0,N,N,,40.99,-76.641669,06/10/86
PAD980691703,KIMBERTON,EAST PIKELAND TOWNSHIP,CHESTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301432.0,COLD STREAM & HARES HILL ROADS,19442.0,N,N,,40.12695,-75.575,09/08/83
PAD980691760,BRODHEAD CREEK,STROUDSBURG,MONROE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301433.0,S OF MAIN ST BRG,18360.0,N,N,,40.989719,-75.186669,07/23/01
PAD980691794,BERKS SAND PIT,LONGSWAMP TOWNSHIP,BERKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301434.0,UNOBTAINABLE,19539.0,N,N,,40.4646,-75.6273,09/21/84
PAD980692024,TYSONS DUMP,UPPER MERION TWP,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301436.0,310 BROWNLIE RD.,19406.0,N,N,,40.111389,-75.362781,09/21/84
PAD980692420,OLD CITY OF YORK LANDFILL,SEVEN VALLEYS,YORK,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301441.0,RD# 1 SOUTH RD,17360.0,N,N,,39.840281,-76.759719,09/08/83
PAD980692487,SAEGERTOWN INDUSTRIAL AREA,SAEGERTOWN,CRAWFORD,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301442.0,GRANT ST,16433.0,N,N,,41.71884,-80.142972,02/21/90
PAD980692537,WESTLINE,WESTLINE,MCKEAN,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301444.0,OFF OF OLD ROUTE 219,16740.0,N,N,,41.774719,-78.771669,10/14/92
PAD980692594,PAOLI RAIL YARD,PAOLI,CHESTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301447.0,RR SERVICE SHOP,19301.0,N,N,,40.043189,-75.492919,08/30/90
PAD980692693,NORTH PENN - AREA 5,MONTGOMERY TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,No ,No ,Insufficient Data,No,3.0,301452.0,MAPLE DR,18915.0,N,N,,40.2721,-75.2451,03/31/89
PAD980692719,VOORTMAN FARM,UPPER SAUCON TWP,LEHIGH,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301453.0,VERA CRUZ RD,18034.0,N,N,,40.547,-75.4475,05/31/89
PAD980693204,SALFORD QUARRY,LOWER SALFORD TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,No ,No ,Yes,Insufficient Data,3.0,301486.0,610 QUARRY ROAD,19438.0,N,N,,40.251944,-75.382222,09/23/09
PAD980693907,TAYLOR BOROUGH DUMP,TAYLOR BOROUGH,LACKAWANNA,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301506.0,PRINCE STREET,18517.0,N,N,,41.407219,-75.718331,09/30/99
PAD980705107,BELL LANDFILL,TERRY TOWNSHIP,BRADFORD,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301509.0,325 PARKER ROAD,18853.0,N,N,,41.633061,-76.389169,10/04/89
PAD980706824,WATSON JOHNSON LANDFILL,RICHLAND TOWNSHIP,BUCKS,PA,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,3.0,301517.0,E PUMPING STA RD,18951.0,N,N,,40.460139,-75.331861,09/13/01
PAD980712616,MCADOO ASSOCIATES,MCADOO BOROUGH,SCHUYLKILL,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301540.0,US 309 & OFF RAMP OF I 81,18237.0,N,N,,40.878331,-76.001389,12/13/01
PAD980712673,OSBORNE LANDFILL,GROVE CITY,MERCER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301541.0,0.5 MILES E OF TOWN,16127.0,N,N,,41.161111,-80.058331,09/08/83
PAD980712731,LEHIGH ELECTRIC & ENGINEERING CO.,OLD FORGE,LACKAWANNA,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301543.0,BRIDGE & HOWARD STS,18518.0,N,N,,41.357531,-75.740689,03/07/86
PAD980712798,LINDANE DUMP,HARRISON TOWNSHIP,ALLEGHENY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301544.0,RTE 28 & SPRING HILL ROAD,15065.0,N,N,,40.6257,-79.7155,09/08/83
PAD980712855,BRUIN LAGOON,BRUIN BOROUGH,BUTLER,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301546.0,RTE 268,16022.0,N,N,,41.051111,-79.725,09/18/97
PAD980829261,REESER'S LANDFILL,UPPER MACUNGIE TWP,LEHIGH,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301566.0,OLD RTE 22,18051.0,N,N,,40.5794,-75.6564,05/31/90
PAD980829329,HEBELKA AUTO SALVAGE YARD,WEISENBERG TOWNSHIP,LEHIGH,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301568.0,UNOBTAINABLE,18062.0,N,N,,40.576669,-75.667781,09/20/99
PAD980829493,"JACKS CREEK/SITKIN SMELTING & REFINING, INC.",MAITLAND,MIFFLIN,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301569.0,PO BOX 708,17044.0,N,N,,40.641531,-77.475281,10/04/89
PAD980829527,WALSH LANDFILL,HONEYBROOK TOWNSHIP,CHESTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301570.0,WELSH ROAD,19344.0,N,N,,40.119719,-75.915281,09/21/84
PAD980830533,EASTERN DIVERSIFIED METALS,HOMETOWN,SCHUYLKILL,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301588.0,LIBERTY STREET,18522.0,N,N,,40.829439,-75.9975,10/04/89
PAD980830715,YORK COUNTY SOLID WASTE AND REFUSE AUTHORITY LANDFILL,HOPEWELL TOWNSHIP,YORK,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301590.0,ROAD #3 - BOX 426,17363.0,N,N,,39.782361,-76.607219,02/14/05
PAD980830889,SHRIVER'S CORNER,STRABAN TOWNSHIP,ADAMS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301594.0,RD #6 ALONG RTE 394,17325.0,N,N,,39.8999,-77.2055,06/10/86
PAD980830897,HUNTERSTOWN ROAD,STRABAN TOWNSHIP,ADAMS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301595.0,RD #5,17325.0,N,N,,39.85305,-77.206111,06/10/86
PAD980830921,LANSDOWNE RADIATION SITE,LANSDOWNE,DELAWARE,PA,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,3.0,301596.0,105/107 E STRATFORD AVE,19050.0,N,N,,39.9413,-75.2671,09/10/91
PAD980831812,BROWN'S BATTERY BREAKING,HAMBURG,BERKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301625.0,446 FISHER DAM RD,19526.0,N,N,,40.519439,-76.001389,06/10/86
PAD980926976,NORTH PENN - AREA 6,LANSDALE,MONTGOMERY,PA,Final NPL,No ,No ,No ,Yes,Insufficient Data,3.0,301733.0,W 3RD ST,19446.0,N,N,,40.248331,-75.295639,03/31/89
PAD981033285,"RODALE MANUFACTURING CO., INC.",EMMAUS BOROUGH,LEHIGH,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301744.0,6TH & MINOR STREETS,18049.0,N,N,,40.531111,-75.493333,10/14/92
PAD981033459,RYELAND ROAD ARSENIC SITE,HEIDELBERG TWP,BERKS,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,301755.0,RYELAND ROAD,19567.0,N,N,,40.35395,-76.175361,07/22/04
PAD981034630,ROUTE 940 DRUM DUMP,POCONO SUMMIT,MONROE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,301831.0,OFF RTE 940,18350.0,N,N,,41.1105,-75.3825,11/30/00
PAD981034705,BUTZ LANDFILL,STROUDSBURG,MONROE,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301833.0,RD #5 TWP RTE 601,18360.0,N,N,,41.0335,-75.3438,03/31/89
PAD981034887,BORIT ASBESTOS,AMBLER,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301842.0,6 MAPLE STREET,19002.0,N,N,,40.153472,-75.228625,04/09/09
PAD981035009,CROYDON TCE,CROYDON TOWNSHIP,BUCKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,301849.0,RIVER ROAD,19020.0,N,N,,40.084934,-74.8892,06/10/86
PAD981038052,"DELTA QUARRIES & DISPOSAL, INC./STOTLER LANDFILL",ANTIS/LOGAN TWPS,BLAIR,PA,Final NPL,No ,Yes,Yes,Yes,No,3.0,301982.0,SAND BANK RD,16602.0,N,N,,40.553611,-78.35445,03/31/89
PAD981740004,DUBLIN TCE SITE,DUBLIN BOROUGH,BUCKS,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,302401.0,120 MILL ST./ WHISTLEWOOD APT- ROUTE 313,18917.0,N,N,,40.370892,-75.204897,08/30/90
PAD981740061,CROSSLEY FARM,HEREFORD TOWNSHIP,BERKS,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,302402.0,HUFF'S CHURCH ROAD & BLACKHEAD HILL,18056.0,N,N,,40.435417,-75.620611,10/14/92
PAD981938939,OLD WILMINGTON ROAD GW CONTAMINATION,WEST CALN TOWNSHIP,CHESTER,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,302420.0,OLD WILMINGTON ROAD,19320.0,N,N,,39.995833,-75.908333,02/04/00
PAD981939200,PUBLICKER INDUSTRIES INC.,PHILADELPHIA,PHILADELPHIA,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,303196.0,3223 S DELAWARE AVENUE,19148.0,N,N,,39.90805,-75.135281,11/01/00
PAD982363970,VALMONT TCE SITE   (FORMER - VALMONT INDUSTRIAL PARK),WEST HAZLETON,LUZERNE,PA,Final NPL,No ,Yes,No ,Yes,Yes,3.0,303307.0,Jaycee Drive,18201.0,N,N,,40.967778,-76.015556,09/13/01
PAD982366957,"METROPOLITAN MIRROR AND GLASS CO., INC.",FRACKVILLE,SCHUYLKILL,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,303257.0,INDUSTRIAL ROAD,17931.0,N,N,,40.775,-76.221667,08/16/05
PAD987277837,WILLOW GROVE NAVAL AIR AND AIR RESERVE STATION,HORSHAM,MONTGOMERY,PA,Final NPL,No ,No ,No ,No,No,3.0,303820.0,RT 611 & COUNTY LINE ROAD,19040.0,Y,N,,40.19222,-75.1475,09/29/95
PAD987295276,SAFETY LIGHT CORPORATION,BLOOMSBURG,COLUMBIA,PA,Final NPL,No ,No ,No ,Insufficient Data,Yes,3.0,304257.0,4150 A. OLD BERWICK ROAD,17815.0,N,N,,41.015278,-76.376389,04/27/05
PAD987341716,AUSTIN AVENUE RADIATION SITE,DELAWARE COUNTY,DELAWARE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,304433.0,133 AUSTIN AVE.,19050.0,N,N,,39.943056,-75.261944,04/18/02
PAN000305561,FORMER EXIDE TECHNOLOGIES LAURELDALE,LAURELDALE,BERKS,PA,Final NPL,No ,No ,No ,Insufficient Data,Not a Groundwater Site,3.0,305561.0,3000 Montrose Avenue,19605.0,N,N,,40.381693,-75.908119,03/07/24
PAN000305679,PRICE BATTERY LEAD SMELTER,HAMBURG,BERKS,PA,Final NPL,No ,No ,No ,No,Yes,3.0,305679.0,246 GRAND STREET,19526.0,N,N,,40.549507,-75.980228,04/27/05
PAN000306939,BAGHURST DRIVE,HARLEYSVILLE,MONTGOMERY,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,306939.0,NORTHERN INTERSECTION OF HENDRICKS ROAD AND BAGHURST DRIVE,19438.0,N,N,,40.299483,-75.455133,09/22/14
PASFN0305521,LOWER DARBY CREEK AREA,DARBY TOWNSHIP,DELAWARE,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,305521.0,Darby Creek and Avenue A,19023.0,N,N,,39.885556,-75.267778,06/14/01
PASFN0305549,FRANKLIN SLAG PILE (MDC),PHILADELPHIA,PHILADELPHIA,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,305549.0,3110 CASTOR AVENUE,19134.0,N,N,,39.983194,-75.083889,09/05/02
PR4170027383,NAVAL SECURITY GROUP ACTIVITY,SABANA SECA,[Blank County],PR,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,202698.0,BTW DE DIEGO EXSPRESSWAY & INGENIO RD.,749.0,Y,N,,18.433061,-66.190281,10/07/98
PRD000831487,PROTECO,PENUELAS,PENUELAS,PR,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,202756.0,ROAD 385 KM 4.4 BO TALLABOA,624.0,N,N,,18.0152,-66.7003,05/15/19
PRD090282757,GE WIRING DEVICES,JUANA DIAZ,[Blank County],PR,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,202464.0,KM 67 CARRETERA NO 149,795.0,N,N,,18.059439,-66.508889,10/16/00
PRD090290685,"PAPELERA PUERTORRIQUENA, INC.",UTUADO,[Blank County],PR,Final NPL,No ,No ,No ,Yes,No,2.0,205848.0,"RD 111 KM 1.8, VIVI ABAJO WARD",641.0,N,N,,18.265194,-66.694908,09/23/09
PRD090370537,RCA DEL CARIBE,BARCELONETA,[Blank County],PR,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,202466.0,PR RD #2 KM 59.5,617.0,N,N,,18.43,-66.580561,06/17/05
PRD091171264,OCHOA FERTILIZER CO.,GUANICA,GUANICA,PR,Final NPL,No ,No ,No ,No,Insufficient Data,2.0,203717.0,PR-333 KM 1.9,653.0,N,N,,17.965524,-66.903427,09/09/22
PRD980301154,UPJOHN FACILITY,BARCELONETA,BARCELONETA,PR,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,202480.0,RTE 2,617.0,N,N,,18.4292,-66.5901,09/21/84
PRD980509129,BARCELONETA LANDFILL,FLORIDA AFUERA,[Blank County],PR,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,202486.0,"ROAD # 666,FLORIDA AFUERA WARD",617.0,N,N,,18.41055,-66.547781,10/03/11
PRD980512362,JUNCOS LANDFILL,JUNCOS,JUNCOS,PR,Final NPL,No ,Yes,No ,Yes,Yes,2.0,202511.0,"BO CEIBA NORTE, ROAD 189",777.0,N,N,,18.2232,-65.9087,09/08/83
PRD980512669,VEGA BAJA SOLID WASTE DISPOSAL,RIO ABAJO WARD,VEGA BAJA,PR,Final NPL,No ,Yes,No ,No,Yes,2.0,202533.0,"ROAD 674, KM 2",693.0,N,N,,18.434306,-66.389722,07/22/99
PRD980640965,FRONTERA CREEK,RIO ABAJO,HUMACAO,PR,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,202550.0,"RIO ABAJO NEAR ROUTE 3, KM 76.9 - 78.6",661.0,N,N,,18.15195,-65.790281,12/29/98
PRD980763775,VEGA ALTA PUBLIC SUPPLY WELLS,VEGA ALTA,[Blank County],PR,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,202558.0,HIGHWAY 2,692.0,N,N,,18.418061,-66.330281,09/21/84
PRD980763783,FIBERS PUBLIC SUPPLY WELLS,JOBOS,[Blank County],PR,Final NPL,No ,Yes,Yes,Yes,Yes,2.0,202559.0,RTE 3,784.0,N,N,,17.9632,-66.1461,09/21/84
PRD987366101,V&M/ALBALADEJO,ALMIRANTE NORTE WARD,VEGA BAJA,PR,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,202869.0,ROAD 160,693.0,N,N,,18.41,-66.38,10/22/01
PRD987367299,PESTICIDE WAREHOUSE III,MANATI,MANATI,PR,Final NPL,No ,No ,No ,Yes,Insufficient Data,2.0,202979.0,ROAD 670 KM 3.7 PALO ALTO,674.0,N,N,,18.429139,-66.458,04/30/03
PRD987367349,PESTICIDE WAREHOUSE I,ARECIBO,ARECIBO,PR,Final NPL,No ,No ,No ,Yes,Yes,2.0,202985.0,ROAD # 2 KM 59.7,612.0,N,N,,18.435556,-66.6,09/27/06
